city,name,zip,address2,hours,state,location,address,services,type,id
Trumbull,Trumbull,06611,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CT,"{u'lat': 41.233082, u'lon': -73.152496}",100 Hawley Ln,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Magnolia Home Theater', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1067
Lawrence,Lawrence,11559,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NY,"{u'lat': 40.626957, u'lon': -73.739922}",345 Rockaway Tpke,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop']",BigBox,1069
Palmdale,Palmdale,93551,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.597626, u'lon': -118.1447}",39330 10th St W,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,106
Hixson,Hixson,37343,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 35.148224, u'lon': -85.250465}",5591 Hwy 153,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1070
Gainesville,Gainesville,30501,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,GA,"{u'lat': 34.297371, u'lon': -83.853539}",670 Dawsonville Hwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience Shop', u'Windows Store']",BigBox,1071
Spring,Spring,77388,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 9-10; Sun: 10-8,TX,"{u'lat': 30.050264, u'lon': -95.431725}",19503 Interstate 45,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Geek Squad Solution Central', u'Samsung Experience', u'LG Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1072
Quincy,Quincy,62305,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IL,"{u'lat': 39.93423, u'lon': -91.321}",6020 Broadway St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1073
Temecula,Temecula,92592,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 33.484079, u'lon': -117.081023}",32937 Temecula Parkway 79,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Magnolia Home Theater', u'Windows Store']",BigBox,1076
Sierra Vista,Sierra Vista,85635,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AZ,"{u'lat': 31.529169, u'lon': -110.25728}",2200 El Mercado Loop,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1077
Nampa,Nampa,83687,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,ID,"{u'lat': 43.611172, u'lon': -116.59116}",16485 N Marketplace Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1078
Longmont,Longmont,80501,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CO,"{u'lat': 40.15467, u'lon': -105.09621}",210 Ken Pratt Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1079
Torrance,Torrance,90505,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.805847, u'lon': -118.3493}",3675 Pacific Coast Hwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Magnolia Design Center ', u'Apple Shop', u'Camera Experience Shop ', u'Windows Store', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,107
Lake Charles,Lake Charles,70601,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 9-9; Sat: 9-9; Sun: 10-8,LA,"{u'lat': 30.199205, u'lon': -93.225464}",715 W Prien Lake Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1080
San Antonio,City Base,78235,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 29.350693, u'lon': -98.431946}",3142 SE Military Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1081
San Antonio,Legacy,78232,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 29.611219, u'lon': -98.464653}",2003 N Loop 1604 E,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Apple Shop', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Geek Squad Solution Central', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services', u'Pacific Kitchen & Home', u'Magnolia Home Theater']",BigBox,1082
Bee Cave,Bee Cave,78738,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 30.310236, u'lon': -97.947754}",12909 Shops Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1083
Flagstaff,Flagstaff,86004,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AZ,"{u'lat': 35.223331, u'lon': -111.57584}",5005 E Marketplace Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1084
Bristol,Bristol,24202,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,VA,"{u'lat': 36.63588, u'lon': -82.11652}",16680 Highlands Center Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1085
Winchester,Winchester,22601,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,VA,"{u'lat': 39.16421, u'lon': -78.16511}",601 East Jubal Early Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1086
York,York,17402,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,PA,"{u'lat': 39.98238, u'lon': -76.6757}",2865 Concord Rd,"[u'Geek Squad Services', u'Windows Store', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1087
Everett,Everett,02149,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MA,"{u'lat': 42.39917, u'lon': -71.06851}",162 Santilli Hwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1088
Watertown,Watertown,13601,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,NY,"{u'lat': 43.97506, u'lon': -75.959389}",21085 Salmon Run Mall Loop W,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1089
Victorville,Victorville,92392,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 34.471948, u'lon': -117.351461}",12133 Mall Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,108
Bayamon,Rio Hondo Mall,00961,Ste 60,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 9-9; Sun: 11-7,PR,"{u'lat': 18.42217, u'lon': -66.16224}",60 Ave Rio Hondo,"[u'Apple Shop', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1090
Plattsburgh,Plattsburgh,12901,,Mon: 9:30-9; Tue: 9:30-9; Wed: 9:30-9; Thurs: 9:30-9; Fri: 9:30-9; Sat: 9:30-9; Sun: 10-6,NY,"{u'lat': 44.700077, u'lon': -73.503448}",60 Smithfield Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Electronics Recycling', u'Best Buy For Business', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1091
Washington,Columbia Heights,20010,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,DC,"{u'lat': 38.929, u'lon': -77.034}",3100 14th St Nw,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1092
Papillion,Papillion,68046,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,NE,"{u'lat': 41.136444, u'lon': -96.025322}",7949 Towne Center Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1093
Carmel,West Carmel,46032,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IN,"{u'lat': 39.934792, u'lon': -86.230759}",10025 N Michigan Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1094
Chesterfield,Chesterfield,48051,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MI,"{u'lat': 42.67009, u'lon': -82.8302}",50400 Waterside Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,1095
Grove City,Grove City,43123,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OH,"{u'lat': 39.879684, u'lon': -83.043732}",1632 Stringtown Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,1096
Oxford,Oxford,36203,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,AL,"{u'lat': 33.604454, u'lon': -85.835876}",1100 Oxford Exchange Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1097
Cherry Hill,Cherry Hill,08002,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NJ,"{u'lat': 39.935669, u'lon': -75.028412}",2130 Route 70 W,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1098
Strongsville,Strongsville,44136,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,OH,"{u'lat': 41.313093, u'lon': -81.8160406}",16630 Royalton Road,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1099
Los Angeles,West LA,90064,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.035656, u'lon': -118.4389}",11301 W Pico Blvd,"[u'Windows Store', u'Geek Squad Services', u'Apple Shop', u'Magnolia Design Center ', u'Best Buy Mobile', u'Best Buy For Business', u'Camera Experience Shop ', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Electronics Recycling', u'Car & GPS Installation Services', u'Pacific Sales Kitchen & Home', u'Hablamos Espa\xf1ol']",BigBox,109
Maplewood,Maplewood,55109,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,MN,"{u'lat': 45.036556, u'lon': -93.025986}",1795 County Rd D E,"[u'Windows Store', u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,10
Manhattan,Manhattan,66502,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,KS,"{u'lat': 39.181942, u'lon': -96.559006}",329 Tuttle Creek Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1101
Jefferson City,Jefferson City,65109,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MO,"{u'lat': 38.580399, u'lon': -92.241463}",3225 Missouri Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Samsung Experience Shop', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1102
Portland,Jantzen Beach,97217,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OR,"{u'lat': 45.61493, u'lon': -122.68615}",2055 N Tomahawk Island Drive,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1104
Willmar,Willmar,56201,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MN,"{u'lat': 45.100941, u'lon': -95.039848}",2323 1st St S,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1106
Charlotte,Charlotte - Rivergate,28273,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.101517, u'lon': -80.989288}",14125 River Gate Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1107
Charlotte,Midtown Charlotte,28204,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.213101, u'lon': -80.834904}",1055 Metropolitan Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Car & GPS Installation Services', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience Shop']",BigBox,1108
Avondale,Avondale,85323,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AZ,"{u'lat': 33.463428, u'lon': -112.27374}",10035 W Mcdowell Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1109
Riverside,Riverside,92503,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 33.914719, u'lon': -117.46361}",3900 Tyler St,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Hablamos Espa\xf1ol', u'Apple Shop', u'Pacific Sales Kitchen & Home', u'Samsung Experience', u'Magnolia Home Theater', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services', u'Electronics Recycling']",BigBox,110
Beaufort,Beaufort,29906,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,SC,"{u'lat': 32.42247, u'lon': -80.742401}",332-A Robert Smalls Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop']",BigBox,1110
Tucson,SW Tucson,85706,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AZ,"{u'lat': 32.15375, u'lon': -110.98976}",5311 S Calle Santa Cruz,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Samsung Experience Shop', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services']",BigBox,1112
El Centro,El Centro,92243,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 32.770676, u'lon': -115.52876}",2901 S Dogwood Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services']",BigBox,1113
Flushing,Flushing,11354,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,NY,"{u'lat': 40.75585, u'lon': -73.83701}",13107 40th Road c300,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1115
San Juan,Hato Rey,00918,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,PR,"{u'lat': 18.42684, u'lon': -66.07188}",230 Calle Federico Costa Hato Rey,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,1118
Signal Hill,Signal Hill,90755,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.807213, u'lon': -118.16783}",2701 Cherry Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1119
Westminster,Westminster Mall,92683,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.750256, u'lon': -118.0133}",500 Westminster Mall Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,111
Charleston,Citadel Mall,29407,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,SC,"{u'lat': 32.795545, u'lon': -80.027075}",1987 Sam Rittenberg Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Magnolia Home Theater', u'Best Buy For Business', u'Apple Shop', u'Best Buy Marine Powered by Geek Squad', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1120
Owensboro,Owensboro,42301,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,KY,"{u'lat': 37.719315, u'lon': -87.127319}",5101 Frederica St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1121
Bourbonnais,Kankakee,60914,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IL,"{u'lat': 41.172596, u'lon': -87.850174}",1584 N State Route 50,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1123
Grand Junction,Grand Junction,81505,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CO,"{u'lat': 39.08596, u'lon': -108.59233}",585 24 1/2 Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1124
